video_id,count
298,209896
1175,2060863
894,980900
1738,267135
383,235982
715,2431051
652,1530632
1646,839244
854,1318262
1936,2442107
1782,311
2273,58985
757,561297
1492,865863
2041,437495
399,55229
1949,1966640
188,680317
2233,2797959
2895,14
1161,2034078
342,64592
1420,84143
719,2867607
13,31014
1699,54322
1485,4464
699,2220582
1963,1691208
2084,119154
2716,999273
1768,125766
890,268467
2710,2997446
2548,79
2591,180659
1290,2525471
2639,2137866
1012,852
2018,783567
2156,280413
2515,1361002
366,2062
1495,215872
84,3028897
2402,2235
2530,81285
175,404279
1445,1442481
1630,237167
240,15727
1608,8
728,930427
1089,345169
2736,188421
2138,271
2170,2998450
2768,1745195
1657,1420161
2986,1782025
2522,1852682
2547,642312
820,119878
2363,138
1241,114232
257,82
1587,727720
1340,1099433
1959,336139
874,173
2934,10601
2969,1422496
36,2914930
2595,73777
2700,3229
378,21
669,75029
371,381857
456,407663
658,29447
1368,59353
2509,128736
2307,2174041
2780,1656484
2369,1788611
196,34514
291,4523
1797,91280
1439,25656
2805,303303
64,4627
89,14257
97,1362105
1207,1109332
2860,18176
2453,846800
2639,2413683
1395,5318
1989,39714
2781,35
103,151069
914,296843
794,671411
2241,30222
2795,78695
2667,930151
1047,2013944
2806,614560
372,271554
309,41048
1278,389873
2158,1640265
48,1809226
62,1659456
159,376
1913,96091
2033,3216440
2176,2930961
2105,441251
2504,1682363
1919,3360769
733,184964
1148,44680
233,55
2879,141834
2817,93394
2901,267433
1263,292566
381,550849
1032,68
383,478366
2865,1110639
1763,916739
2630,188745
1352,70620
1418,1265730
309,58767
206,282713
484,193
1660,1025305
1147,534
1312,414309
223,5891
1716,317278
693,331552
2079,880476
1006,1003032
1894,1631634
1228,382486
851,2791892
927,2517471
56,404684
1550,206872
2189,112147
1890,297727
1036,4364
48,1392397
1641,238
1187,45252
888,188
582,10130
290,2364257
1992,111377
2000,1966437
2834,68740
1368,73965
1747,3674
621,261451
1791,964557
1989,6645
1135,1730051
1864,2842906
1464,7075
435,144855
1044,149
285,526738
1045,177
361,19811
1491,47
2064,200
2883,149531
2282,3505990
1930,1500
1279,3073461
2868,325
1468,902037
2710,3159438
2469,393855
1088,683694
269,2266203
132,2120498
1183,2177780
801,123711
878,1601168
1459,35319
622,83
1755,333241
2050,695319
1542,3140885
2585,159855
2615,45644
2587,2058079
995,14159
2754,31981
2305,1920748
2646,419247
2926,85081
2507,383542
688,2488
332,145410
2042,1925069
2963,1570275
2044,3034426
367,35217
573,68
661,185094
541,58
1375,31918
310,804975
1540,208064
1720,93
2342,2156133
2868,325
1973,199044
979,322478
1340,1117610
2357,289845
1403,658456
2992,1115
2103,102
599,240372
410,800787
2515,1456503
2145,334256
1694,196616
907,439165
2846,186251
663,12053
1141,3454325
2425,61996
957,3553
1825,127400
2843,1993391
1067,1425
293,47353
2427,52616
2305,1942821
1296,41158
2657,17
1902,709757
2636,617832
682,2599832
1163,3679260
2513,402634
2751,3224947
2420,80732
258,45144
2205,188820
2963,1466790
1261,2563404
1549,2601366
1255,49
247,25296
1188,1681085
2838,127531
763,329465
735,18609
1413,28395
778,1559384
217,93786
804,91434
737,2271213
923,664656
2110,16359
364,32412
2414,357
15,21084
788,363123
2047,1199694
2175,793597
1829,940769
1542,2880106
1526,235
349,371707
1534,1042977
2056,1703316
1102,36254
1906,241640
603,43256
681,80
1216,193946
2532,1612368
870,133937
2421,1093589
173,165
2614,2478500
483,904176
2013,93206
537,3621
212,671150
1114,2888900
1645,848410
1902,746082
2221,871789
2068,112583
508,63
1587,808371
780,465931
2588,497305
221,1108489
1008,1807476
2171,223702
2730,6810
1882,51
921,24119
906,172
2349,436914
2368,660648
456,461177
2342,2109265
408,486057
2718,103447
225,1765182
2293,313082
438,5731
1648,135677
19,97
2502,5781
2556,8159
1698,2133335
2210,1892878
1654,75704
501,987065
206,89041
318,257095
2169,110
2640,28870
1074,25306
1137,858809
896,186887
2788,239
533,22819
2354,110578
2975,2037294
2703,288993
1534,865265
2323,58
1480,4104602
240,12000
2763,481792
1564,37
2141,1680963
1302,192259
589,75
226,1395949
257,80
1435,8233
1039,131
2817,6271
263,41575
1451,1492948
31,819185
2144,20535
1456,12216
107,1152459
1004,381
862,77
1440,293195
2661,114635
417,131831
371,231976
1117,75052
340,73
2863,173
457,752571
2947,65757
980,1039324
1775,209289
2989,2493742
2529,1191
2341,177
107,170649
991,122878
498,99115
1143,142722
1842,436
2623,82497
1443,77
389,216
2325,11
1083,150
449,2493077
1613,2517502
1004,287
2347,73196
2301,15697
1200,1160433
1224,2522296
1361,606
1464,22817
2002,89832
1562,238748
2781,35
492,195213
2869,141785
718,2110525
2808,510121
581,98
1209,319117
1856,2231314
651,159783
392,883
81,202906
1810,294163
2152,38736
1274,4703
1984,29271
353,28444
2432,82107
1737,378
2161,513685
567,3130
2081,608427
2116,2484728
2195,610377
1915,121
1910,369536
315,2006746
1093,116188
1411,4336
263,279351
2229,3025454
609,247
1564,42
2543,133808
544,486551
2211,1068014
1197,151
2831,239
219,20297
1890,302604
2147,1175056
2048,139
1617,12
961,185509
874,155
563,121
315,1846573
2851,151780
607,2794411
2108,60303
169,212
113,1942370
1275,42328
1599,37118
2414,344
798,585563
259,2891
2635,1743
1897,2117247
189,189
2765,233
1954,523618
2369,1658734
517,324246
612,142
839,166245
55,234032
2058,18662
799,10887
266,1022
2349,537996
551,339613
1554,291277
12,521460
1308,178
1181,87764
1096,616350
2505,157641
180,315585
1262,286757
1342,2807223
15,4649
2117,173
1214,63836
645,2228450
240,13330
2251,2146951
690,111
2281,1730825
2010,12
2337,19897
22,231
1471,158
219,154
2773,150166
2633,117784
645,2108322
1339,198
351,163
499,1859592
2458,369539
2064,148
2761,984524
633,47349
60,218323
1973,214653
1206,28469
1034,196413
1807,1744166
1904,206829
1920,495647
334,266
2675,103840
2812,1517427
2813,544688
2492,1726006
878,1624091
2932,744481
29,75318
1342,2784431
2983,195
233,59
2465,2101015
825,697226
838,43224
157,24943
1849,573892
721,923276
700,1833220
418,41877
379,1006952
2149,819561
2175,962030
579,70
234,389
1610,2584140
882,163
232,495995
2638,385052
1361,36072
931,76099
117,192
1067,1898
1458,906529
2353,22
136,111979
2827,1101739
623,79487
2221,598491
732,157940
2481,1876655
1116,1012798
1737,413
2373,81255
2016,120
2865,1092344
2869,352498
1281,75
2578,285622
202,79691
566,889974
506,3052580
559,2080431
1824,30113
2388,10062
2580,144108
49,15612
84,3141702
1682,2091134
2020,250
1394,373077
1887,1162698
351,204
2143,632826
2957,125674
1889,1735157
440,48466
1504,10
2561,56116
1923,288662
2350,32498
591,2380961
2278,845394
1711,1071778
1344,723212
1776,2030125
2200,54366
884,1592785
1653,586701
218,11101
1266,178867
2725,152452
2088,6040
2584,318194
1530,418943
867,186022
343,4195
1162,17621
401,96998
1857,107134
2616,2600
2222,2863
1549,2454638
1737,381
1370,2471555
1598,1314673
2880,19977
667,15800
812,6611
1439,74524
1076,3900155
2117,170
2015,1762187
1,65907
880,123939
2915,621719
897,86
2889,1559783
1150,409087
465,448523
560,178
2237,730824
268,422518
887,549204
2039,108
1609,901470
726,744304
534,79
851,2915110
2092,912462
1171,8590
179,2983289
2416,31279
1535,2435592
120,180127
1351,10823
1851,1930
2546,105823
1042,7
670,1879
2853,403369
413,34532
936,122375
1221,229
1902,716181
1756,75913
855,23844
2251,2044980
2876,1948195
619,5
222,10
1848,184
2006,276390
853,491933
359,2213
1500,408502
2943,2630
743,131823
2714,2539226
31,767526
1563,93005
92,12
1010,845
2538,328148
200,525736
2503,601618
2011,19113
384,2180559
2413,144
955,2067
2278,918437
1487,2277985
499,1883563
173,172
2743,1804813
1734,2425705
1561,1657
416,2275910
2252,7774
2724,2344995
2007,16
2965,435325
1919,3485114
2509,72113
1020,489431
2945,332684
143,247530
1576,1024546
1035,77
1110,214
2443,2161
1109,317050
1274,12789
1162,56016
2218,233042
466,2473009
272,1711944
2075,1608126
722,149992
2780,1914163
1804,63445
747,298389
733,232593
623,13262
660,6457
1928,1057648
2133,136810
1214,167933
528,166
955,357
2734,13363
2072,183
2549,214465
1080,205
2719,229301
873,248097
1279,2909152
2675,18357
2930,424322
311,2486898
285,465171
707,42926
2849,235495
782,166630
173,177
1300,2850132
1309,11288
877,110632
2251,1992201
2552,153432
306,101
605,1034712
905,51430
1558,211338
226,1026015
2535,135064
1271,36838
79,91696
82,2673
222,2
2606,2153191
1627,1675
1551,71796
2903,289650
2,1680163
1744,143412
2583,8561
357,1027782
256,147436
2823,446463
694,636284
1151,1870
81,67107
12,1945668
887,1163035
1823,399366
1796,3039
487,1516064
2070,24496
1406,867885
2618,309324
1667,51
2229,2589508
2524,2353
2885,1506508
2726,147525
1850,2249178
357,1218984
49,262932
627,1320660
2243,2594488
1225,1328265
544,539831
1380,3205
2133,782685
2234,3411
310,126476
273,175194
409,507953
2947,8123
2602,175528
1914,2779342
2927,396323
2095,140
796,263401
642,122039
386,96585
2337,9465
477,1083933
641,954001
2017,1971061
2432,200079
2413,151
148,77985
966,143
1514,597094
1346,184
115,14311
1460,1988909
1076,3453680
189,163
2689,222
705,316840
1284,4491115
2709,218
1550,1966
2171,131826
831,222
2958,2782620
2260,185
1303,1366785
2580,243338
1679,581098
930,1894468
2804,21487
2823,108046
2513,182453
1314,49
2071,38128
1611,271236
2531,1565939
63,2714129
2994,229
1361,5600
1766,555839
144,4459988
2628,3838095
2031,573454
2014,1430534
782,220477
1220,345254
2062,38844
852,3035
438,1305
1646,194798
2278,703937
482,167
265,136
2874,1220946
1093,24787
1524,2882713
311,2330050
469,363649
1824,4002
564,246
1156,1089351
149,928704
2105,255119
2744,1541043
475,39
1129,251
2643,1245449
2185,771665
2567,15809
2138,277
1650,9572
1497,13543
1997,14390
1070,175
815,256465
2797,18
922,725358
1639,33670
2397,2896019
2270,432526
1422,2571838
1125,136053
102,1964862
1744,123744
2638,402099
1692,2595335
802,72559
2875,2253963
2481,2240488
2016,136
1892,973658
2452,507502
2782,701053
2285,516
1625,2285740
854,1195457
696,144342
511,920785
2354,80610
1688,26086
2474,65614
2220,27862
146,1421453
2977,1282909
1801,152782
2197,322348
483,147450
155,104394
2414,332
1001,136001
2712,107532
279,390117
695,996031
2806,571284
2849,171437
1916,169167
860,125035
200,619355
2427,1117918
1626,1081143
2225,3640730
36,3075145
859,1688012
1405,202743
2011,2007
1888,102
2981,17027
655,41092
2671,2442793
2066,154056
496,212459
2489,526959
849,1151364
1266,52132
1954,489056
2136,1900234
296,139292
1030,15019
2325,4
2969,408853
2591,214206
543,42723
1020,1512506
1952,67900
2307,1056326
420,1977795
1846,78561
719,2846432
814,228
2333,226
2810,1252572
1379,261784
890,1242199
211,1946516
2132,1076158
9,350
1496,471000
1537,136
2133,255038
2002,417517
1248,4119497
1730,1350965
1042,6
2601,1051902
617,172858
2841,554124
1109,916790
185,197242
83,772904
2600,440285
2753,3209
1295,464083
2088,25584
18,1331976
793,198218
523,16861
326,2236234
917,40710
1591,94
958,3381222
2640,9192
2912,752064
1173,210727
2453,328251
86,184
2808,191776
2883,775958
2557,360272
1244,77402
516,35638
2623,116372
2424,49
2796,152511
1425,8566
252,43
2763,174509
2866,1527422
1993,19
2971,3773515
227,118321
284,20504
2600,218954
2947,36549
2283,787340
84,2831741
1158,216
2680,131755
273,385394
1224,1972606
1799,2116632
1911,133277
578,469398
1133,154
2118,3297848
954,143409
1573,322
1645,923229
2611,60052
2417,16191
2796,118851
163,764178
852,301
2052,223271
1465,906374
1803,24688
161,1032859
25,186497
829,281
1335,2070264
2100,8421
2144,3492
566,1028255
2860,8828
1746,83110
1023,1036975
2654,3009093
1979,1839573
1287,1261225
895,2966262
2179,384315
639,42533
2159,85705
1606,341341
2701,132
1030,74256
1499,1921313
2270,459038
2700,7935
1417,808358
860,48215
601,233358
1567,162
665,56370
2036,75242
1975,1300962
572,472973
1910,298630
1299,10530
433,784629
727,742422
1128,656134
2833,685684
1335,1626013
2645,1614867
1779,1436923
1452,182878
2483,1200
2207,137603
414,2783
130,2170924
1726,204598
1447,3175928
79,39950
2167,1665899
2419,248
2963,1394856
1917,17892
19,104
1732,43102
1450,57886
2259,26643
1423,1341837
2817,9866
2097,206
2493,1749559
1830,515560
635,315481
1856,2192365
635,90277
1307,603956
1946,2436163
2988,112563
2250,42256
2562,20851
2080,147
381,694289
1904,209600
1937,3253688
693,965195
1169,1105307
105,26316
2117,175
109,2195
1132,20
217,171069
2946,170311
2347,231702
2161,527617
1005,1583983
1593,265652
1149,140
2372,1671886
1145,302686
2587,1934612
1159,312193
451,133
130,2254896
52,2234451
1216,393878
2878,67174
2615,137802
2465,1839694
704,71996
2923,1158686
769,5133
2216,431599
861,462434
615,113
312,2375353
2088,146718
2192,1881015
11,302409
2583,313
833,812556
330,157213
1914,3019557
69,485009
1765,3379660
2462,9698
505,813211
1100,932995
1525,367878
1986,385801
2585,819062
2176,2903363
1517,2171265
2828,100310
2291,21161
1985,307188
1522,1484936
81,314609
404,144226
2731,56318
2167,1687386
800,80613
1683,21220
2804,941956
2645,1434217
344,248
2031,511086
766,35
2811,646412
2696,231878
43,160820
765,1544924
1244,73073
2431,2730
1152,2687773
1088,539645
2445,790616
784,2632739
395,255437
1414,377
2224,1154125
1339,186
637,21897
1037,187
362,10788
2472,957565
2427,416115
754,1103027
537,224
342,218690
2709,194
1045,189
2953,124
1864,3207412
1297,256
556,5172
292,3020788
1743,54
345,132653
2472,729485
2683,336350
2216,174691
2209,229193
1441,211599
780,778886
1984,21867
1801,984686
2200,27907
1442,2930723
2273,28821
1211,2154768
2757,225456
881,73
1303,802021
189,167
2000,182224
90,59
3000,217102
2405,1033083
1962,825723
1288,2247101
2660,1015709
140,381671
66,148191
